age,education,work_experience,major,industry,prior_startup_involvement,entrepreneurship_education,employment_title,location,risk_tolerance,income,credit_score,family_background,network_size,savings,self_efficacy,openness,started_business
19,3,34,Science,Manufacturing,0,2,Director,Other,0.3594959780284203,42506.768240364305,800.6647703463925,0,33.38070247221971,34239.48115169881,0.5971007608081299,0.32966575966153167,1
37,1,21,Other,Other,0,2,Clerk,San Francisco,0.699286920713219,11773.322789442445,673.6017557910931,0,37.70780577469651,26205.652664109624,0.6418656430652865,0.4161581380311899,0
45,3,14,Economics,Finance,1,2,Technician,Seattle,0.28532056661320593,22387.817775041498,721.6146672059853,0,49.9630782327176,13588.09191024995,0.515957871174143,0.5418579332936477,0
64,1,21,Economics,Finance,0,3,Consultant,Other,0.4170500850728881,29671.739077308008,688.6153392075629,0,33.04146593032435,38811.815325986936,0.5498076200372006,0.30934468231491974,0
24,2,36,Business,Tech,0,2,Technician,Seattle,0.7540905600646239,24379.681382087758,576.9263943212379,0,32.45248430839918,22763.238443788006,0.6322882801629237,0.4385645212119289,0
61,2,11,Business,Education,0,1,Manager,Austin,0.5702364947107301,8670.181933613125,690.3263588565777,1,33.2731739400289,23059.340865677717,0.5709146130890663,0.5129167506295732,1
25,2,37,Arts,Retail,0,0,Clerk,San Francisco,0.49697350224480946,14126.585073655604,653.175147204073,0,56.37711169211882,63953.479463724034,0.5802548968442404,0.46166623457994127,0
64,1,17,Other,Manufacturing,0,3,Consultant,Other,0.5032538083289426,18907.628372484116,696.6588770579793,0,49.99101202635477,8393.392977911433,0.4967344983703276,0.40173110724717576,0
52,1,34,Engineering,Healthcare,0,1,Manager,New York,0.3580433018963274,34281.389288969796,698.6798739334148,0,51.05262455787291,8327.159280559295,0.5816088482651266,0.4406555675119422,0
31,2,29,Arts,Finance,0,1,Analyst,Other,0.4897209132713713,29199.267527273845,719.2678943969669,0,43.50734291278246,9531.877250335714,0.7652169977867849,0.5816984326654029,1
34,1,23,Business,Education,0,1,Analyst,New York,0.447520124150631,26481.865546884546,673.4910312341915,1,60.97399799721338,27396.75733396131,0.5553647494799053,0.6831377390779243,1
53,3,29,Computer Science,Finance,0,2,Engineer,San Francisco,0.5269442899182506,54082.042622845765,679.745354213153,1,71.00116062241244,17757.688396139012,0.48529891849559176,0.5139488681593598,1
67,2,13,Engineering,Education,0,0,Clerk,Seattle,0.2740637921560537,54071.732975911706,735.0346826404974,0,61.51234128402452,18625.225090368556,0.6958136157611404,0.3011715020150798,0
57,1,5,Computer Science,Education,0,0,Other,San Francisco,0.5596778011653979,39142.312686177385,659.5470735259439,0,45.820568975013416,12513.334979557767,0.6523354931841626,0.5568102277110595,0
21,2,2,Arts,Healthcare,0,3,Clerk,Seattle,0.6524944512329464,38563.447134071626,608.0773504645354,0,25.584298326513494,59823.316040671845,0.6212618442517609,0.46036164854443345,0
19,1,15,Business,Education,0,2,Other,Seattle,0.46942653123191397,23663.042564054573,707.8515678463241,0,10.458386006318442,73175.12223774286,0.4681358034167499,0.3904577147761547,1
23,2,6,Engineering,Healthcare,1,3,Technician,Remote,0.5970647589958711,25122.115547008972,753.5424373784123,1,48.70270299253811,37772.73169930035,0.482338631680193,0.41997269485748356,0
59,2,13,Arts,Tech,0,1,Analyst,Remote,0.5465519412266866,15462.535436018514,734.4590237823443,0,10.136171742168955,8916.230943329007,0.44626811502029784,0.42422101521781186,0
21,1,8,Economics,Finance,0,2,Director,New York,0.4088389789750916,32036.279825022502,708.7742097765151,0,46.01389333328855,16446.399971182753,0.6431531501150447,0.35891523972221534,1
46,1,14,Arts,Healthcare,0,5,Director,Austin,0.3412211470314328,53791.49482272537,762.5322671674389,0,78.05246397613142,36187.77670720172,0.7019868928501731,0.49369312228936335,1
35,3,20,Other,Retail,0,5,Clerk,Chicago,0.3622417266919012,71479.42666936196,754.1008619582458,0,26.930598987375824,21429.042162029473,0.6465267606772145,0.6828146799309827,1
43,1,34,Science,Other,0,0,Clerk,San Francisco,0.5439338853732073,32132.076273540082,683.454273613547,1,24.27786103972178,37847.95647594398,0.7949902397716664,0.39008089089971615,1
61,1,1,Economics,Finance,0,1,Manager,Seattle,0.4915782302022193,46436.19115636617,712.3760864168535,0,62.73868458828445,46568.946951067664,0.555809633683459,0.6797347025157504,0
51,1,26,Computer Science,Other,0,2,Clerk,San Francisco,0.6912639532822547,8708.069282995524,714.523011131822,0,0.0,69169.64823137362,0.5676330558665162,0.5208116677476142,1
27,1,1,Economics,Retail,0,3,Consultant,Austin,0.6186305168305841,29247.104017240097,695.6624685628715,0,57.636162807908995,14869.700600801129,0.6106561891394877,0.4907102711543917,1
53,1,34,Arts,Manufacturing,0,2,Director,Austin,0.6183177474690952,28906.41465736404,756.712378543694,0,79.37018551454986,23127.345128914807,0.5770501584256685,0.46780400849338566,0
31,1,17,Economics,Retail,0,3,Manager,Chicago,0.5394621202568334,76541.17858217367,692.3929783301614,0,32.550301812099804,16907.997484675827,0.649871090984981,0.41938558325346115,0
48,1,13,Science,Tech,0,1,Other,Other,0.3556701576017503,44199.410481786865,674.9860554497502,1,29.11520505764233,6631.1309943985325,0.5360379061061278,0.5291852601834515,0
65,2,19,Other,Manufacturing,0,1,Consultant,Chicago,0.5488008943962488,46496.285722066255,570.4229371312423,0,61.8004659519906,33555.38508079826,0.46052756550575025,0.5521979047195809,1
32,1,17,Arts,Manufacturing,1,1,Clerk,Seattle,0.5095779747542334,45304.613769423624,660.0848058813144,0,26.585124451475572,30886.20987009159,0.4210659421008416,0.2574857085691444,0
25,1,9,Science,Education,1,3,Clerk,Remote,0.32924279171663784,37150.086040250295,634.2291045598284,0,66.2163744746892,15865.533138313578,0.6480512623765372,0.7543038339167649,1
31,1,24,Economics,Retail,0,1,Analyst,Other,0.6814923887838067,78134.16291119064,697.9801924366782,0,28.213801435022674,8443.622526801239,0.547408887939054,0.3189013634250545,0
40,1,1,Science,Education,0,1,Manager,Chicago,0.6653434062393728,11468.509179198334,637.3155374768622,1,85.36804670668838,17492.474600457987,0.4830459019548824,0.4477671197295214,0
57,1,24,Economics,Retail,0,1,Consultant,Remote,0.32837762833744094,39069.805287661926,730.434237083445,0,63.246112914564584,34155.40049843779,0.5380940930000783,0.24417121406735703,0
38,2,32,Engineering,Manufacturing,0,0,Engineer,Other,0.40433076423252073,63888.93254906997,755.421880410702,0,50.76087620379599,49138.57898970627,0.7952531902595452,0.47320907516344435,1
33,2,35,Economics,Education,0,1,Clerk,Remote,0.4175074670839285,14105.263060245727,698.442162070594,0,84.2150988618471,14363.604233206974,0.48891066071638045,0.4538536124142489,0
62,1,30,Business,Other,0,6,Technician,Seattle,0.5914777315699422,55213.287942181225,650.7991141868129,0,70.63087415703403,42813.88785775218,0.6727191530349801,0.44883066322006504,1
35,2,13,Science,Finance,0,4,Technician,New York,0.5742087770680995,24820.330619711054,714.3200188090767,0,57.37233553886622,31999.72377499651,0.642109357144915,0.5304333671893751,1
64,2,0,Other,Unemployed,0,3,Unemployed,Remote,0.5066610819179534,38365.27238514904,794.6737529044013,0,12.73560132523037,28224.35251048611,0.7341432818013138,0.47561882773062714,1
70,1,15,Science,Retail,0,3,Engineer,Seattle,0.5410785920598687,24583.242965002126,779.1240314662281,0,35.970119178612265,10136.20262627151,0.5876907128385861,0.553841879949627,0
41,3,2,Computer Science,Education,0,1,Director,Chicago,0.30685517053317,58663.66611484556,629.6960653381288,0,71.70819177741012,10403.969698264424,0.443965560156931,0.37626692537858253,0
43,3,34,Other,Retail,1,3,Technician,San Francisco,0.5572041922037679,31439.459640492776,627.8409388265881,0,23.997479135847986,13380.161744539417,0.6992545304780762,0.5077383276834055,1
42,1,40,Other,Manufacturing,0,1,Consultant,Chicago,0.48486719366808945,55431.229770582024,615.0231780100025,1,34.685534533945905,18109.05718799856,0.575017768488721,0.4368319049844352,0
62,1,5,Computer Science,Education,0,5,Clerk,Austin,0.39814352261621155,45146.35921860938,643.151027312484,0,29.558044249867784,64889.92433353189,0.7274463129811951,0.46296605534667723,0
58,3,24,Business,Education,0,1,Clerk,Chicago,0.27012405891045216,24418.68160725986,712.5796234384316,0,58.04713652642485,14804.092469827554,0.6815968893311694,0.5270348649180516,1
46,2,12,Science,Healthcare,0,2,Clerk,New York,0.5040441734279528,46673.39565789574,672.1652862415037,0,69.27223621725761,34987.664956900386,0.6995869592380631,0.44956942685891094,1
32,1,33,Other,Other,0,3,Engineer,Seattle,0.5535439844326715,26061.52769018002,658.0664982057696,0,69.29197837182474,16666.26769458585,0.8368481709325382,0.489483426592282,1
62,2,7,Science,Other,0,0,Director,Remote,0.24462772974401187,37498.793830454,751.9554883758226,0,32.94361207855472,29249.69390215359,0.6281998044895958,0.38457545893566153,0
18,2,20,Other,Healthcare,0,2,Manager,Austin,0.5027729105984645,31154.152417222605,726.5046559543813,0,57.773170447373616,21209.644798437643,0.7442855069811284,0.6095512230345912,1
42,2,33,Computer Science,Manufacturing,0,4,Clerk,Seattle,0.5183359627772743,56951.53563867402,614.7648686423095,0,32.00234765908608,24494.744844840385,0.5595154465970291,0.5728444032994621,1
24,2,3,Computer Science,Finance,0,2,Manager,Seattle,0.4168655685278509,47579.68366598109,749.0862337104818,0,45.78903000523933,27495.259240526742,0.6540711396665669,0.5099983556814748,0
26,2,24,Economics,Retail,1,0,Consultant,Remote,0.5569757303592762,35761.930963760075,725.3017361231019,0,60.40336197892033,18964.52896560044,0.5497729280428135,0.475733998117386,1
41,1,14,Arts,Tech,0,1,Consultant,Other,0.48010063755840204,25774.58251377253,726.4131629015186,0,71.22750673258369,27575.374479221286,0.6479239839057629,0.48956283951537977,1
18,1,3,Science,Retail,0,1,Other,Chicago,0.5424756508004546,19254.580415701723,671.4762988034715,0,7.012060126776873,46182.18964167539,0.6374805497273437,0.6074023372514284,0
61,2,11,Science,Tech,0,1,Consultant,San Francisco,0.5801370399312584,38864.17715819332,690.6347910102555,0,51.97269382816998,14010.057601596833,0.393943345649392,0.5657605568637845,0
25,3,31,Other,Other,0,3,Technician,Other,0.5802210359225786,26472.309825406865,601.3639235901442,0,78.14586607059884,44869.766442813096,0.5388272106343213,0.6090844329919439,1
41,1,31,Economics,Manufacturing,0,1,Consultant,Austin,0.6525230740169753,14200.066422412388,743.3493336267313,0,54.644388593507344,18786.206761006415,0.6230315704872342,0.46581089270845266,0
28,1,27,Science,Finance,0,2,Other,Remote,0.550748778317687,18675.835155352237,650.0536494349342,1,51.65226545586625,17630.83469880375,0.374260701778902,0.5483399279457956,0
68,2,12,Other,Finance,0,2,Clerk,New York,0.4284438888834769,81874.07316659793,656.4685484453028,1,38.73985697039263,33514.57228512322,0.5904155629294815,0.6188673982155345,1
34,1,30,Business,Finance,0,2,Engineer,New York,0.40283149328702045,26108.38503710063,655.7929352820141,0,77.6150593557256,17949.265792140595,0.7008470289839617,0.4073854196706437,1
25,2,13,Computer Science,Healthcare,1,2,Engineer,San Francisco,0.34050368706970663,62385.077850918846,790.020055845191,0,39.66431809577454,26675.51947851616,0.7300246483225705,0.4010957139193431,1
52,2,19,Computer Science,Manufacturing,0,0,Director,San Francisco,0.5226769464669359,30384.11252275806,666.5647967618856,0,47.99701219101344,25221.41576564429,0.5217555286321568,0.5275204494730383,0
52,2,17,Arts,Tech,0,2,Engineer,Chicago,0.6981967571978784,67493.65129716741,747.1130136771861,0,40.59573642936542,6310.105587977892,0.7364406173547867,0.37650581067196504,1
50,1,28,Computer Science,Finance,0,5,Other,New York,0.44623210910192745,65093.632264637665,698.8003947558609,1,52.163910170299275,28298.131289049914,0.7208116513169599,0.31841750002989766,1
22,1,5,Engineering,Manufacturing,1,0,Technician,Austin,0.567441237156494,24032.25791246693,658.544514328226,0,78.51303998096392,9277.42194190901,0.3852109302761136,0.6174645730008549,0
59,1,31,Business,Retail,0,1,Other,Remote,0.38715799932272593,13440.289668977674,649.4799973360151,0,31.87786938846674,9711.548808843248,0.6115791912984323,0.6348898525665675,0
56,1,28,Business,Tech,0,1,Manager,San Francisco,0.5292207372740951,14021.396474109431,668.5571956258004,0,52.25106528503733,27443.324982688413,0.6226429211211968,0.381998044578682,0
58,1,1,Economics,Other,0,2,Other,San Francisco,0.688902069211166,24237.81384060352,696.2769296612063,0,57.82129000431617,30392.582484135757,0.7518795217892742,0.35680132389197283,1
45,1,22,Engineering,Healthcare,0,0,Director,San Francisco,0.6029371959997913,93415.93433074422,730.0868553194088,0,33.75335730061306,45389.209251940054,0.6286384960925077,0.4346810298363427,1
24,1,18,Science,Education,0,0,Engineer,Remote,0.2643781950291265,29576.01366181601,676.4504160254792,0,48.8196828777856,11457.266625454902,0.7393731039608051,0.6252808352119567,1
26,1,30,Arts,Tech,0,2,Consultant,Austin,0.5856042224053317,39050.93017305355,674.579412910984,0,87.02680238982157,14118.377513013747,0.5219218314602903,0.45892615474218557,1
25,1,4,Business,Other,0,0,Engineer,New York,0.5924338668190328,69679.98756736881,655.9422427548963,0,14.630213442240965,29103.667504668978,0.44019507466011354,0.5094695017714811,0
29,1,18,Engineering,Other,0,1,Analyst,Other,0.5260230459840634,38374.96917208339,640.2978929269889,0,41.57598523685196,45915.88780108752,0.5352161812377894,0.5324921741028031,1
51,1,33,Engineering,Other,0,4,Director,Austin,0.6001283169053512,37719.99179639104,636.1154490123869,0,55.01119013860185,24718.441790942852,0.7576988436680315,0.5173847802358619,1
50,2,9,Other,Retail,0,2,Clerk,Remote,0.37497469404236927,49579.444279903015,749.40144589698,0,42.48114061335488,13006.449521505874,0.6925919380006447,0.6494071144003418,0
65,2,24,Business,Tech,1,2,Clerk,Austin,0.5094894732206129,41960.537731115735,673.5580457689564,0,107.72494941128224,54385.356474217195,0.832246143364015,0.4280108971277261,1
40,1,1,Other,Tech,0,0,Technician,Chicago,0.6665260911407153,34553.58019783318,677.9862050222117,1,60.97381472962586,18818.205950863503,0.4556670554589862,0.48977932290485826,0
41,2,10,Economics,Education,1,3,Engineer,Other,0.6529924225199552,25318.1125186197,666.6693708509574,0,29.112616742810484,19173.408514322567,0.7041321979693562,0.523242569959737,1
54,1,30,Engineering,Finance,0,2,Engineer,Remote,0.5822067461008956,37769.01911549655,684.1571855036188,0,3.2648128935938203,9306.715975999927,0.6754866199773422,0.49510042988343095,0
52,2,14,Computer Science,Retail,0,1,Technician,Other,0.3675507164748676,62767.951674448144,718.5537087161717,0,56.805517255037074,34011.45317518158,0.5714683262837038,0.3780898792488957,1
61,1,8,Engineering,Other,0,2,Other,Other,0.34393043440710824,88521.6375762258,675.6559589415189,0,34.887617523849215,36737.86895293482,0.6775927591662725,0.35274644831399676,1
57,3,22,Science,Education,0,3,Manager,San Francisco,0.5171815511665031,42029.97447877362,709.0369943715285,0,75.77797012557306,14421.874449669844,0.6139964810923485,0.35065227224948503,1
39,2,18,Business,Tech,0,1,Consultant,New York,0.5271161358088761,52975.27464491048,770.910424474882,0,44.502688741792326,62989.557359324855,0.6460307515541501,0.5726254749842461,1
44,2,8,Science,Retail,0,0,Other,Other,0.4849442341584115,41558.8325281823,659.0167991906396,1,38.63296718660939,15486.48469956193,0.6680549931003582,0.4179597009310649,1
52,2,34,Economics,Healthcare,0,0,Consultant,Chicago,0.3792822532705021,34763.91900834721,678.0265865004895,0,38.295056857100306,32053.21236994581,0.6980109295255058,0.5469274903941304,1
18,1,20,Arts,Tech,1,1,Manager,Chicago,0.565544161308559,46963.62004193623,732.0530134705905,1,69.73018347658557,25189.676407022678,0.6086811666160403,0.5086743037818207,1
52,1,8,Computer Science,Healthcare,0,3,Manager,Remote,0.5165248023041812,65819.17032167873,774.8648083590963,1,58.311660796679284,6533.292346420055,0.7777336054612869,0.40251428644783543,1
54,2,27,Business,Manufacturing,0,2,Analyst,Seattle,0.543473647482571,23314.227650912744,637.8844861061899,1,85.11913447581756,30526.245175188425,0.5784274675104881,0.40501009308204294,1
64,1,6,Engineering,Healthcare,0,1,Other,San Francisco,0.5890150639436165,17576.211524550272,614.9597987576084,0,45.697857675936234,28925.38284342856,0.7883757620688135,0.5134013160414098,0
31,2,15,Computer Science,Tech,0,0,Technician,New York,0.4589525318482981,27819.594100935636,699.9696824563854,0,67.24558824106066,7632.497534886837,0.4872156071557581,0.5077684709562296,1
20,1,15,Engineering,Education,0,0,Director,New York,0.42668624339308453,40369.54615505277,694.8061551514098,0,67.58752168823293,55006.13284218109,0.5014940475320733,0.5492032236277073,1
18,1,32,Economics,Tech,0,1,Consultant,New York,0.6661347984962934,56102.508696611025,735.0084648083049,0,63.47626906127119,28995.996795829065,0.5073489734644175,0.4542495442221408,0
22,1,3,Arts,Tech,0,1,Manager,Remote,0.38639622702047477,22142.322193970424,727.3780173310507,0,39.802843619067154,46334.43406924837,0.6956860781725682,0.4153292220992304,1
43,1,3,Business,Manufacturing,0,5,Manager,San Francisco,0.42962387008069886,10464.163919745688,698.3018387062864,0,59.46816060091576,7866.241642083771,0.5194538480692794,0.5109870524995285,0
31,2,38,Economics,Other,0,4,Technician,Other,0.685137172314121,28149.241032652513,752.4607426683395,0,48.055151198719976,17218.51646187427,0.7490125360603547,0.6419919124446613,1
56,1,39,Economics,Finance,0,2,Clerk,Other,0.417946362348551,32959.76608857075,665.949117257367,1,47.52967457816915,44728.29166751651,0.5473526289127137,0.3123320933100381,1
44,1,16,Arts,Tech,0,1,Director,Remote,0.485207353453916,20309.89040184586,710.5790396038377,0,33.88379416629469,8595.767297903214,0.6399285698248378,0.4200947328026253,0
